HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"1604.20.10.00","3","Pastes","[""kg""]","Free","","30%","",""
"","3","Balls, cakes and puddings:","","","","","",""
"1604.20.15.00","4","In oil","[""kg""]","Free","","30%","",""
"","4","Not in oil:","","","","","",""
"","5","In immediate containers weighing with their contents not over 6.8 kg each:","","","","","",""
"1604.20.20.00","6","In airtight containers","[""kg""]","Free","","25%","",""
"1604.20.25.00","6","Other","[""kg""]","Free","","25%","",""
"1604.20.30.00","5","Other","[""kg""]","Free","","2%","",""
"","3","Fish sticks and similar products of any size or shape, if breaded, coated with batter or similarly prepared:","","","","","",""
"1604.20.40.00","4","Neither cooked nor in oil","[""kg""]","10%","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","20%","",""
"1604.20.50","4","Other","","7.5%","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","30%","",""
"1604.20.50.10","5","Pre-cooked and frozen","[""kg""]","","","","",""
"1604.20.50.90","5","Other","[""kg""]","","","","",""
"1604.20.60","3","Other","","Free","","25%","",""
"1604.20.60.10","4","Pre-cooked and frozen","[""kg""]","","","","",""
"1604.20.60.90","4","Other","[""kg""]","","","","",""
"","1","Caviar and caviar substitutes:","","","","","",""
"1604.31.00.00","2","Caviar","[""kg""]","15%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"1604.32","2","Caviar substitutes:","","","","","",""
"1604.32.30.00","3","Boiled and in airtight containers","[""kg""]","Free","","30%","",""
"1604.32.40.00","3","Other","[""kg""]","Free","","44¢/kg","",""
"1605","0","Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved:","","","","","",""
"1605.10","1","Crab:","","","","","",""
"1605.10.05","2","Products containing fish meat; prepared meals","","10%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"1605.10.05.10","3","In airtight containers","[""kg""]","","","","",""
"1605.10.05.90","3","Other","[""kg""]","","","","",""
"","2","Other:","","","","","",""
"","3","Crabmeat:","","","","","",""
"1605.10.20","4","In airtight containers","","Free","","22.5%","",""
"1605.10.20.10","5","King crab","[""kg""]","","","","",""
"","5","Snow crab (<u>Chionoecetes</u> <u>bairdi</u>, <u>C.</u> <u>opilio</u>, <u>C.</u> <u>tanneri</u> and <u>C.</u> <u>angulatus</u>):","","","","","",""
"1605.10.20.22","6","<u>C.</u> <u>opilio</u> (small)","[""kg""]","","","","",""
"1605.10.20.25","6","Other","[""kg""]","","","","",""
"1605.10.20.30","5","Dungeness","[""kg""]","","","","",""
"","5","Swimming crabs (<u>Portunidae</u>):","","","","","",""
"1605.10.20.51","6","<u>Callinectes</u> <i>spp</i>., including blue crabs (<u>C</u>. <u>sapidus</u>)","[""kg""]","","","","",""
"1605.10.20.59","6","Other","[""kg""]","","","","",""
"1605.10.20.90","5","Other","[""kg""]","","","","",""
"1605.10.40","4","Other","","5%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","15%","",""
"","5","Frozen:","","","","","",""
"1605.10.40.02","6","King crab","[""kg""]","","","","",""
"","6","Snow crab (<u>Chionoecetes</u> <u>bairdi</u>, <u>C.</u> <u>opilio</u>, <u>C.</u> <u>tanneri</u> and <u>C.</u> <u>angulatus</u>):","","","","","",""
"1605.10.40.05","7","<u>C.</u> <u>opilio</u> (small)","[""kg""]","","","","",""
"1605.10.40.10","7","Other","[""kg""]","","","","",""
"1605.10.40.15","6","Dungeness","[""kg""]","","","","",""
"","6","Swimming crabs (<u>Portunidae</u>):","","","","","",""
"1605.10.40.25","7","<u>Callinectes</u> <i>spp</i>., including blue crabs (<u>C</u>. <u>sapidus</u>)","[""kg""]","","","","",""
"1605.10.40.30","7","Other","[""kg""]","","","","",""
"1605.10.40.35","6","Other","[""kg""]","","","","",""
"1605.10.40.40","5","Other","[""kg""]","","","","",""
"1605.10.60","3","Other","","Free","","Free","",""
"1605.10.60.10","4","In airtight containers","[""kg""]","","","","",""
"1605.10.60.90","4","Other","[""kg""]","","","","",""
"","1","Shrimps and prawns:","","","","","",""
"1605.21","2","Not in airtight containers:","","","","","",""
"1605.21.05.00","3","Products containing fish meat; prepared meals","[""kg""]","5%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"1605.21.10","3","Other","","Free","","Free","",""
"","4","Frozen, imported in accordance with statistical note 1 to this chapter:","","","","","",""
"1605.21.10.20","5","Breaded","[""kg""]","","","","",""
"1605.21.10.30","5","Other","[""kg""]","","","","",""
"1605.21.10.50","4","Other, imported in accordance with statistical note 1 to this chapter","[""kg""]","","","","",""
"1605.29","2","Other:","","","","","",""
"1605.29.05.00","3","Products containing fish meat; prepared meals","[""kg""]","5%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"1605.29.10","3","Other","","Free","","Free","",""
"1605.29.10.10","4","Frozen, imported in accordance with statistical note 1 to this chapter","[""kg""]","","","","",""
"1605.29.10.40","4","Other, imported in accordance with statistical note 1 to this chapter","[""kg""]","","","","",""
"1605.30","1","Lobster:","","","","","",""
"1605.30.05","2","Products containing fish meat; prepared meals","","10%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"1605.30.05.10","3","In airtight containers","[""kg""]","","","","",""
"1605.30.05.90","3","Other","[""kg""]","","","","",""
"1605.30.10","2","Other","","Free","","Free","",""
"","3","Lobster meat, cooked by steaming or boiling in water and out of shell, whether or not frozen but not further prepared or preserved:","","","","","",""
"1605.30.10.10","4","Frozen","[""kg""]","","","","",""
"1605.30.10.30","4","Not frozen","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"1605.30.10.50","4","In airtight containers","[""kg""]","","","","",""
"1605.30.10.90","4","Other","[""kg""]","","","","",""
"1605.40","1","Other crustaceans:","","","","","",""
"1605.40.05.00","2","Products containing fish meat; prepared meals","[""kg""]","Free","","20%","",""
"1605.40.10","2","Other","","Free","","Free","",""
"1605.40.10.10","3","Peeled freshwater crawfish tail meat","[""kg""]","","","","",""
"1605.40.10.90","3","Other","[""kg""]","","","","",""
"","1","Molluscs:","","","","","",""
"1605.51","2","Oysters:","","","","","",""
"1605.51.05.00","3","Products containing fish meat; prepared meals","[""kg""]","Free","","20%","",""
"","3","Other:","","","","","",""
"1605.51.40.00","4","Smoked","[""kg""]","Free","","7.5%","",""
"1605.51.50.00","4","Other","[""kg""]","4.7%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","12.5%","",""
"1605.52","2","Scallops, including queen scallops:","","","","","",""
"1605.52.05.00","3","Products containing fish meat; prepared meals","[""kg""]","Free","","20%","",""
"1605.52.60.00","3","Other","[""kg""]","Free","","Free","",""
"1605.53","2","Mussels:","","","","","",""
"1605.53.05.00","3","Products containing fish meat; prepared meals","[""kg""]","Free","","20%","",""
"1605.53.60.00","3","Other","[""kg""]","Free","","Free","",""
"1605.54","2","Cuttle fish and squid:","","","","","",""
"1605.54.05.00","3","Products containing fish meat; prepared meals","[""kg""]","Free","","20%","",""
"1605.54.60","3","Other","","Free","","Free","",""
"1605.54.60.10","4","Cuttle fish","[""kg""]","","","","",""
"","4","Squid:","","","","","",""
"1605.54.60.20","5","Loligo","[""kg""]","","","","",""
"1605.54.60.30","5","Other","[""kg""]","","","","",""
"1605.55","2","Octopus:","","","","","",""
"1605.55.05.00","3","Products containing fish meat; prepared meals","[""kg""]","Free","","20%","",""
"1605.55.60.00","3","Other","[""kg""]","Free","","Free","",""
"1605.56","2","Clams, cockles and arkshells:","","","","","",""
"1605.56.05.00","3","Products containing fish meat; prepared meals","[""kg""]","Free","","20%","",""
"","3","Other:","","","","","",""
"","4","Clams:","","","","","",""
"","5","In airtight containers:","","","","","",""
"1605.56.10.00","6","Razor clams (<u>Siliqua</u> <u>patula</u>)","[""kg""]","Free","","23%","",""
"","6","Other:","","","","","",""
"1605.56.15.00","7","Boiled clams, whether whole, minced or chopped, and whether or not salted, but not otherwise prepared or preserved, in immediate containers, the contents of each container not exceeding 680 grams gross weight","[""kg""]","10%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","110%","",""
"1605.56.20.00","7","Other","[""kg""]","Free","","35%","",""
"1605.56.30.00","5","Other","[""kg""]","Free","","Free","",""
"1605.56.60.00","4","Other","[""kg""]","Free","","Free","",""
"1605.57","2","Abalone:","","","","","",""
"1605.57.05.00","3","Products containing fish meat; prepared meals","[""kg""]","Free","","20%","",""
"1605.57.60.00","3","Other","[""kg""]","Free","","Free","",""
"1605.58","2","Snails, other than sea snails:","","","","","",""
"1605.58.05.00","3","Products containing fish meat; prepared meals","[""kg""]","Free","","20%","",""
"1605.58.55.00","3","Other","[""kg""]","5%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"1605.59","2","Other:","","","","","",""
"1605.59.05.00","3","Products containing fish meat; prepared meals","[""kg""]","Free","","20%","",""
"1605.59.60.00","3","Other","[""kg""]","Free","","Free","",""
"","1","Other aquatic invertebrates:","","","","","",""
"1605.61.00.00","2","Sea cucumbers","[""kg""]","Free","","Free","",""
"1605.62.00.00","2","Sea urchins","[""kg""]","Free","","Free","",""
"1605.63.00.00","2","Jellyfish","[""kg""]","Free","","Free","",""
"1605.69.00.00","2","Other","[""kg""]","Free","","Free","",""
"1701","0","Cane or beet sugar and chemically pure sucrose, in solid form:","","","","","",""
"","1","Raw sugar not containing added flavoring or coloring matter:","","","","","",""
"1701.12","2","Beet sugar:","","","","","",""
