HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"3204.12.17.00","3","Acid black 31, 50, 94, 129; Acid blue 54, 127, 129, 143; Acid brown 44, 46, 48, 58, 188, 189; Acid green 40; Acid red 130, 145, 174, 211; Acid violet 31, 41, 48; Acid yellow 2, 75; Mordant black 8; Mordant green 47; andMordant red 17, 27","[""kg""]","6.5%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA,OM, P, PA,PE,S,SG)","51%","",""
"3204.12.20.00","3","Acid black 61, 63, 76, 83, 117, 127, 131, 132, 139, 164, 170, 177, 183, 188, 194, 199, 211; Acid blue 1, 47, 60, 61, 66, 72, 81, 82, 83, 90, 98, 102, 112, 123, 126, 127:1, 130, 133, 140, 142, 147, 151, 172, 175, 182, 185, 193, 204, 205, 208, 209, 221, 225, 229, 239, 242, 247, 250, 252, 254, 260, 261, 264, 266, 268, 280, 284, 288, 290, 296, 312, 317, 318; Acid brown 10, 11, 12, 30, 33, 45, 50, 52, 68, 83, 85, 100, 101, 103, 104, 105, 106, 126, 127, 147, 158, 160, 161, 162, 163, 165, 180, 191, 224, 226, 227, 235, 237, 239, 248, 266, 267, 270, 276, 282, 283, 289, 290, 291, 298, 304, 311, 314, 315, 321, 322, 324, 325, 330, 331, 355, 357, 358, 359, 360, 361, 362, 384; Acid green 9, 26, 28, 41, 43, 60, 68, 70, 71, 73, 80, 82, 84, 89, 92, 93, 94, 108, 112; Acid orange 3, 19, 28, 33, 43, 47, 61, 86, 89, 92, 94, 102, 107, 126, 135, 142, 144; Acid red 37, 42, 48, 52, 57, 58, 92, 111, 118, 127, 131, 138, 143, 155, 161, 183, 199, 213, 215, 216, 226, 227, 228, 249, 252, 257, 259, 260, 261, 263, 274, 281, 282, 283, 301, 303, 310, 315, 330, 331, 332, 336, 347, 357, 359, 360, 361, 362, 380, 392, 394, 396; Acid violet 9, 34, 36, 47, 66, 75, 80, 90, 103, 109, 111, 121; Acid yellow 7, 35, 64, 70, 72, 96, 98, 111, 127, 136, 155, 167, 183, 184, 194, 195, 199, 218, 221, 223, 227; Copper phthalocyanine-3,3',4,4'-tetrasulfonic acid; Copper phthalocyanine-4,4ʻ,4'',4'''-tetrasulfonic acid; Dyes containing, by weight--24.2 percent Acid Yellow 135,  21.7 percent Acid Orange 51, and  54.1 percent Acid Blue 113; Dyes containing, by weight--  10.1 percent Acid Yellow 64,  11.6 percent Acid Orange 51,  26.3 percent Acid Blue 113,  50.5 percent Acid Black 172, and 1.5 percent Acid Green 25","[""kg""]","6.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","53.4%","",""
"3204.12.30.00","3","Mordant black 75; Mordant blue 1; Mordant brown 79; and Mordant red 81, 84","[""kg""]","6.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50.5%","",""
"","3","Other:","","","","","",""
"3204.12.45.00","4","Products described in additional U.S. note 3 to section VI","[""kg""]","6.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","72%","",""
"3204.12.50","4","Other","","6.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","72%","",""
"3204.12.50.10","5","FD&C red 40 (CAS No. 25956-17-6)","[""kg""]","","","","",""
"3204.12.50.20","5","FD&C yellow 5 (CAS No. 1934-21-0)","[""kg""]","","","","",""
"3204.12.50.30","5","FD&C yellow 6 (CAS No. 2783-94-0)","[""kg""]","","","","",""
"3204.12.50.90","5","Other","[""kg""]","","","","",""
"3204.13","2","Basic dyes and preparations based thereon:","","","","","",""
"3204.13.10.00","3","Basic black 7; Basic blue 41, 45, 48, 55, 62, 66, 70, 71, 78, 80, 81, 120, 141; Basic green 6, 8; Basic orange 30, 35, 36, 37, 43, 44, 48; Basic red 22, 23, 28, 29, 43, 44, 46, 58, 75, 100; Basic violet 2, 22, 25, 37, 38; and Basic yellow 19, 23, 24, 25, 39, 40, 45, 54, 56, 63, 70, 77","[""kg""]","6.5%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA,OM,P, PA,PE,S,SG)","52.3%","",""
"3204.13.20.00","3","Basic orange 22 and Basic red 13","[""kg""]","6.5%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA,OM,P, PA,PE,S,SG)","51.5%","",""
"3204.13.25.00","3","Basic blue 3; Basic red 14; and Basic yellow 1, 11, 13","[""kg""]","6.5%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA,OM,P, PA,PE,S,SG)","65.4%","",""
"3204.13.45.00","3","3,7-Bis(dimethylamino) phenazathionium chloride (Methylene blue); and Basic blue 147","[""kg""]","Free","","71.7%","",""
"","3","Other:","","","","","",""
"3204.13.60.00","4","Products described in additional U.S. note 3 to section VI","[""kg""]","6.5%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,K,KR, MA,OM, P,PA,PE,S,SG)","71.7%","",""
"3204.13.80.00","4","Other","[""kg""]","6.5%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,K,KR, MA,OM, P,PA,PE,S,SG)","71.7%","",""
"3204.14","2","Direct dyes and preparations based thereon:","","","","","",""
"3204.14.10.00","3","Direct black 62, 91; Direct blue 92, 106, 108, 109, 160, 172; Direct brown 103, 115, 116; Direct green 5, 29, 31; and Direct orange 37","[""kg""]","6.5%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA,OM, P,PA,PE,S,SG)","51.5%","",""
"3204.14.20.00","3","Direct black 51, 69, 112, 114, 118, 122; Direct blue 74, 77, 85, 90, 156, 158, 158:1, 207, 211, 225, 244, 267; Direct brown 97, 113, 157, 169, 170, 200, 212, 214; Direct green 33, 59, 67, 68; Direct orange 17, 60, 105, 106, 107, 118; Direct red 9, 89, 92, 95, 111, 127, 173, 207, 221; Direct violet 47, 93; and Direct yellow 27, 39, 68, 93, 95, 96, 98, 109, 110, 133, 134","[""kg""]","6.5%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR, MA,OM, P,PA,PE,S,SG)","54.7%","",""
"3204.14.25.00","3","Direct blue 86; Direct red 83; and Direct yellow 28","[""kg""]","6.5%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR, MA,OM, P,PA,PE,S,SG)","67.3%","",""
"","3","Other:","","","","","",""
"3204.14.30.00","4","Products described in additional U.S. note 3 to section VI","[""kg""]","6.5%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR, MA,OM, P,PA,PE,S,SG)","67.3%","",""
"3204.14.50.00","4","Other","[""kg""]","6.5%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR, MA,OM, P,PA,PE,S,SG)","67.3%","",""
"3204.15","2","Vat dyes (including those usable in that state as pigments) and preparations based thereon:","","","","","",""
"3204.15.10.00","3","Vat blue 1 (synthetic indigo),""Colour Index No. 73000""","[""kg""]","6.5%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR, MA,OM, P,PA,PE,S,SG)","6.6¢/kg + 29%","",""
"3204.15.20.00","3","Vat brown 3; Vat orange 2, 7; and Vat violet 9, 13","[""kg""]","6.5%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR, MA,OM, P,PA,PE,S,SG)","64.5%","",""
"3204.15.25.00","3","Vat red 1","[""kg""]","Free","","75.3%","",""
"3204.15.30.00","3","Solubilized vat blue 5; Solubilized vat orange 1; Solubilized vat yellow 7, 45, 47; Vat black 19, 30, 31; Vat blue 5, 16, 19, 21, 66, 67; Vat brown 33, 50, 57; Vat green 28, 48; Vat orange 5, 13; Vat red 10, 15, 32, 41; and Vat yellow 46","[""kg""]","6.5%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR, MA,OM, P,PA,PE,S,SG)","48.1%","",""
"3204.15.35.00","3","Solubilized vat orange 3; Vat blue 2; Vat red 44; and Vat yellow 4, 20","[""kg""]","6.5%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR, MA,OM, P,PA,PE,S,SG)","52.3%","",""
"","3","Other:","","","","","",""
"3204.15.40.00","4","Products described in additional U.S. note 3 to section VI","[""kg""]","6.5%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR, MA,OM, P,PA,PE,S,SG)","75.3%","",""
"3204.15.80.00","4","Other","[""kg""]","6.5%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR, MA,OM, P,PA,PE,S,SG)","75.3%","",""
"3204.16","2","Reactive dyes and preparations based thereon:","","","","","",""
"3204.16.10.00","3","Reactive black 1; Reactive blue 1, 2, 4; Reactive orange 1; Reactive red 1, 2, 3, 5, 6; and Reactive yellow 1","[""kg""]","6.5%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR, MA,OM, P,PA,PE,S,SG)","50.8%","",""
"3204.16.20.00","3","Dyes containing, by weight-- 71.0 percent Reactive Yellow 85, and 29.0 percent Reactive Orange 13; Dyes containing, by weight--50.0 percent Reactive Red 120, and 50.0 percent Reactive Yellow 84; Dyes containing, by weight-- 50.0 percent Reactive Blue 74, and 50.0 percent Reactive Blue 63; Dyes containing, by weight--66.7 percent Reactive Orange 12, and 33.3 percent Reactive Red 32; Dyes containing, by weight-- 57.9 percent Reactive Blue 13, and 42.1 percent Reactive Black 41; Reactive black 4, 10, 13, 21, 23, 26, 34, 35, 41; Reactive blue 6, 7, 8, 10, 13, 18, 19, 21, 22, 23, 24, 26, 27, 29, 34, 38, 39, 40, 41, 42, 43, 44, 50, 51, 52, 63, 65, 66, 67, 69, 73, 74, 75, 77, 78, 79, 82, 94, 99, 103, 104, 114, 116, 118, 136, 137, 139, 140, 156, 157, 160, 162, 163, 167, 170; Reactive brown 2, 5, 7, 12, 16, 18, 19, 23, 26; Reactive green 5, 6, 8, 12, 15, 16, 19; Reactive orange 3, 5, 9, 10, 11, 15, 20, 29, 33, 34, 35, 41, 42, 44, 45, 62, 64, 67, 68, 69, 70, 71, 82, 84, 89; Reactive red 4, 7, 8, 10, 12, 13, 16, 17, 19, 21, 24, 29, 30, 32, 40, 42, 44, 45, 49, 55, 56, 66, 78, 80, 82, 83, 84, 85, 86, 99, 104, 116, 118, 119, 121, 122, 123, 124, 132, 134, 141, 151, 152, 159, 179; Reactive violet 3, 6, 12, 23, 24; and Reactive yellow 2, 4, 5, 6, 11, 12, 15, 25, 27, 29, 35, 37, 39, 41, 42, 52, 57, 58, 64, 81, 82, 85, 87, 110, 125, 135","[""kg""]","6.5%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR, MA,OM, P,PA,PE,S,SG)","47.5%","",""
"","3","Other:","","","","","",""
"3204.16.30.00","4","Products described in additional U.S. note 3 to section VI","[""kg""]","6.5%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR, MA,OM, P,PA,PE,S,SG)","63.8%","",""
"3204.16.50.00","4","Other","[""kg""]","6.5%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR, MA,OM, P,PA,PE,S,SG)","63.8%","",""
"3204.17","2","Pigments and preparations based thereon:","","","","","",""
"3204.17.04","3","Pigment black 1; Pigment blue 16, 18; Pigment brown 22, 23, 25, 32; Pigment green 8; Pigment orange 31, 34, 36, 51; Pigment red 9, 14, 34, 48:3, 52, 68, 112, 139, 144, 146, 151, 166, 169,170, 171, 175, 176, 177, 180, 185, 188, 192, 199, 208, 209, 216, 220, 221; Pigment violet 32; and Pigment yellow 16, 24, 49, 62:1, 81, 93, 95, 97, 108, 109, 110, 113, 117, 127, 153","","6.5%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","46.8%","",""
"3204.17.04.05","4","Pigment blue 16","[""kg""]","","","","",""
"3204.17.04.15","4","Pigment orange 31","[""kg""]","","","","",""
"3204.17.04.20","4","Pigment orange 36","[""kg""]","","","","",""
"3204.17.04.25","4","Pigment red 144","[""kg""]","","","","",""
"3204.17.04.30","4","Pigment red 166","[""kg""]","","","","",""
"3204.17.04.35","4","Pigment red 177","[""kg""]","","","","",""
"3204.17.04.85","4","Other","[""kg""]","","","","",""
"3204.17.08.00","3","Pigment red 178; Pigment yellow 101, 138","[""kg""]","Free","","46.8%","",""
"3204.17.20.00","3","Copper phthalocyanine ([Phthalocyanato(2-)]- copper), not ready for use as a pigment","[""kg""]","6.5%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","15.4¢/kg + 48%","",""
"3204.17.40","3","Isoindolenine red pigment; Pigment red 214, 242, 254; Pigment red 149 dry and pigment red 149 presscake; and Pigment yellow 155, 183","","Free","","72%","",""
"3204.17.40.15","4","Pigment red 149","[""kg""]","","","","",""
"3204.17.40.30","4","Pigment red 214","[""kg""]","","","","",""
"3204.17.40.90","4","Other","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"3204.17.60","4","Products described in additional U.S. note 3 to section VI","","6.5%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","72%","",""
"3204.17.60.05","5","Pigment blue 15","[""kg""]","","","","",""
"3204.17.60.10","5","Pigment blue 15:1","[""kg""]","","","","",""
"3204.17.60.15","5","Pigment blue 15:2","[""kg""]","","","","",""
"3204.17.60.20","5","Pigment blue 15:4","[""kg""]","","","","",""
"3204.17.60.85","5","Other","[""kg""]","","","","",""
"3204.17.90","4","Other","","6.5%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,L,MA,OM,P,PA,PE,S,SG)","72%","",""
"3204.17.90.02","5","Pigment blue 15:3, dry, presscake or aqueous slurry","[""kg""]","","","","",""
"3204.17.90.03","5","Preparations based on pigment blue 15:3","[""kg""]","","","","",""
"3204.17.90.06","5","Pigment blue 61","[""kg""]","","","","",""
"3204.17.90.10","5","Pigment green 7","[""kg""]","","","","",""
"3204.17.90.15","5","Pigment green 36","[""kg""]","","","","",""
"3204.17.90.18","5","Pigment red 57:1, dry, presscake or aqueous slurry","[""kg""]","","","","",""
"3204.17.90.19","5","Preparations based on pigment <il>red 57:1</il>","[""kg""]","","","","",""
"3204.17.90.21","5","Pigment red 122","[""kg""]","","","","",""
"3204.17.90.25","5","Pigment red 149","[""kg""]","","","","",""
"3204.17.90.30","5","Pigment red 179","[""kg""]","","","","",""
"3204.17.90.35","5","Pigment violet 19","[""kg""]","","","","",""
"3204.17.90.40","5","Pigment violet 23","[""kg""]","","","","",""
"3204.17.90.46","5","Pigment yellow 12, dry, presscake or aqueous slurry","[""kg""]","","","","",""
"3204.17.90.47","5","Preparations based on pigment <il>yellow 12</il>","[""kg""]","","","","",""
"3204.17.90.50","5","Pigment yellow 13","[""kg""]","","","","",""
"3204.17.90.55","5","Pigment yellow 74","[""kg""]","","","","",""
"3204.17.90.60","5","Pigment yellow 75","[""kg""]","","","","",""
"3204.17.90.86","5","Other","[""kg""]","","","","",""
"3204.18.00.00","2","Carotenoid coloring matters and preparations based thereon","[""kg""]","3.1%","Free 
(A, AU, BH, CL, CO, D, E, IL, JO, K, KR, MA, OM, P,PA, PE, S, SG)","25%","",""
"3204.19","2","Other, including mixtures of coloring matter of two or more of the subheadings 3204.11 to 3204.19:","","","","","",""
"","3","Solvent dyes and preparations based thereon:","","","","","",""
"3204.19.06.00","4","Solvent yellow 43, 44, 85, 172","[""kg""]","Free","","64.1%","",""
"3204.19.11.00","4","Solvent black 2, 3, 27, 28, 29, 34, 35; Solvent blue 45, 49, 51, 53, 56, 67, 97; Solvent brown 1, 28, 42, 43, 44; Solvent green 4, 5, 7, 19, 27, 28; Solvent orange 45, 54, 59, 62, 63, 67; Solvent red 7, 18, 19, 23, 27, 35, 89, 92, 100, 110, 118, 119, 124, 125, 127, 129, 130, 131, 132, 160, 162; Solvent violet 2, 23, 24; and Solvent yellow 1, 30, 32, 48, 64, 89, 93, 98, 160","[""kg""]","6.5%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA,OM,P, PA,PE,S,SG)","45.7%","",""
"","4","Other:","","","","","",""
"3204.19.20","5","Products described in additional U.S. note 3 to section VI","","6.5%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA,OM, P,PA,PE,S,SG)","64.1%","",""
"3204.19.20.20","6","Solvent red 179","[""kg""]","","","","",""
"3204.19.20.40","6","Solvent yellow 163","[""kg""]","","","","",""
"3204.19.20.90","6","Other","[""kg""]","","","","",""
"3204.19.25","5","Other","","6.5%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA,OM, P,PA,PE,S,SG)","64.1%","",""
"3204.19.25.20","6","Solvent red 135","[""kg""]","","","","",""
"3204.19.25.40","6","Solvent orange 60","[""kg""]","","","","",""
"3204.19.25.60","6","Solvent yellow 33","[""kg""]","","","","",""
"3204.19.25.95","6","Other","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"3204.19.30.00","4","Sulfur black, ""Colour Index Nos. 53185, 53190, and 53195""","[""kg""]","6.5%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA,OM, P,PA,PE,S,SG)","6.6¢/kg + 28%","",""
"","4","Other:","","","","","",""
"3204.19.40.00","5","Products described in additional U.S. note 3 to section VI","[""kg""]","6.5%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA,OM, P,PA,PE,S,SG)","50.5%","",""
"3204.19.50.00","5","Other","[""kg""]","6.5%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR, MA,OM, P,PA,PE,S,SG)","50.5%","",""
"3204.20","1","Synthetic organic products of a kind used as fluorescent brightening agents:","","","","","",""
"3204.20.10.00","2","Fluorescent brightening agent 32","[""kg""]","6.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","64.2%","",""
"3204.20.40.00","2","Benzoxazol","[""kg""]","Free","","44.1%","",""
"3204.20.80.00","2","Other","[""kg""]","6.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","44.1%","",""
"3204.90.00.00","1","Other","[""kg""]","5.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,K,KR,MA,OM,P,PA,PE,S,SG)","50.8%","",""
"3205.00","0","Color lakes; preparations as specified in note 3 to this chapter based on color lakes:","","","","","",""
