HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"6802","0","Worked monumental or building stone (except slate) and articles thereof, other than goods of heading 6801; mosaic cubes and the like, of natural stone (including slate), whether or not on a backing; artificially colored granules, chippings and powder, of natural stone (including slate):","","","","","",""
"6802.10.00.00","1","Tiles, cubes and similar articles, whether or not rectangular (including square), the largest face of which is capable of being enclosed in a square the side of which is less than <il>7 cm</il>; artificially colored granules, chippings and powder","[""kg""]","4.8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"","1","Other monumental or building stone and articles thereof, simply cut or sawn, with a flat or even surface:","","","","","",""
"6802.21","2","Marble, travertine and alabaster:","","","","","",""
"6802.21.10.00","3","Travertine","[""t""]","4.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"6802.21.50.00","3","Other","[""t""]","1.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","13%","",""
"6802.23.00.00","2","Granite","[""t""]","3.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","60%","",""
"6802.29","2","Other stone:","","","","","",""
"6802.29.10.00","3","Calcareous stone, other than marble, travertine or alabaster","[""t""]","4.9%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"6802.29.90.00","3","Other","[""t""]","6%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"","1","Other:","","","","","",""
"6802.91","2","Marble, travertine and alabaster:","","","","","",""
"","3","Marble:","","","","","",""
"6802.91.05.00","4","Slabs","[""t""]","2.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","15%","",""
"6802.91.15.00","4","Other","[""t""]","4.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"","3","Travertine:","","","","","",""
"6802.91.20.00","4","Articles of subheading 6802.21.10 that have been dressed or polished, but not further worked","[""t""]","4.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"6802.91.25.00","4","Other","[""t""]","3.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"6802.91.30.00","3","Alabaster","[""t""]","4.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"6802.92.00.00","2","Other calcareous stone","[""t""]","4.9%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"6802.93.00","2","Granite","","3.7%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","60%","",""
"6802.93.00.10","3","Articles for monumental or building purposes of subheading 6802.23.00, not cut to size, with only one face surface-worked more than simply cut or sawn","[""t""]","","","","",""
"","3","Articles for monumental or building purposes of subheading 6802.23.00, cut to size, with one or more faces or edges surface-worked more than simply cut or sawn:","","","","","",""
"6802.93.00.20","4","With a maximum thickness of <il>1.5 cm</il>","[""t""]","","","","",""
"6802.93.00.25","4","With a maximum thickness greater than <il>1.5 cm</il> but not greater than <il>7.5 cm</il>","[""t""]","","","","",""
"","4","With a maximum thickness greater than <il>7.5 cm:</il>","","","","","",""
"6802.93.00.35","5","Monuments, bases and markers","[""t""]","","","","",""
"6802.93.00.60","5","Other","[""t""]","","","","",""
"6802.93.00.90","3","Other","[""t""]","","","","",""
"6802.99.00","2","Other stone","","6.5%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"6802.99.00.30","3","Monuments, bases and markers","[""t""]","","","","",""
"","3","Other:","","","","","",""
"","4","Quartzite:","","","","","",""
"6802.99.00.50","5","Slabs","[""t""]","","","","",""
"6802.99.00.70","5","Other","[""t""]","","","","",""
"6802.99.00.90","4","Other","[""t""]","","","","",""
"6803.00","0","Worked slate and articles of slate or of agglomerated slate:","","","","","",""
"6803.00.10.00","1","Roofing slate","[""m<sup>2<\/sup>""]","3.3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"6803.00.50.00","1","Other","[""t""]","Free","","25%","",""
"6804","0","Millstones, grindstones, grinding wheels and the like, without frameworks, for grinding, sharpening, polishing, trueing or cutting, hand sharpening or polishing stones, and parts thereof, of natural stone, of agglomerated natural or artificial abrasives, or of ceramics, with or without parts of other materials:","","","","","",""
"6804.10.00.00","1","Millstones and grindstones for milling, grinding or pulping","[""No.""]","Free","","Free","",""
"","1","Other millstones, grindstones, grinding wheels and the like:","","","","","",""
"6804.21.00","2","Of agglomerated synthetic or natural diamond","","Free","","30%","",""
"6804.21.00.10","3","Segments for circular sawblades, consisting of diamond agglomerated with metal","[""No.""]","","","","",""
"6804.21.00.20","3","Articles consisting of a continuous rim segment of diamond agglomerated with metal, attached to circular plates of steel (whether or not attached to non-steel plates)","[""No.""]","","","","",""
"6804.21.00.30","3","Articles consisting of multiple segments of diamond agglomerated with metal, attached to circular plates of steel, without cutting parts (whether or not attached to non-steel plates)","[""No.""]","","","","",""
"6804.21.00.90","3","Other","[""No.""]","","","","",""
"6804.22","2","Of other agglomerated abrasives or of ceramics:","","","","","",""
"6804.22.10.00","3","Bonded with synthetic resins","[""kg""]","5¢/kg + 2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","$1.10/kg + 40%","",""
"","3","Other:","","","","","",""
"6804.22.40.00","4","Abrasive wheels","[""No.""]","Free","","20%","",""
"6804.22.60.00","4","Other","[""kg""]","Free","","30%","",""
"6804.23.00.00","2","Of natural stone","[""No.""]","Free","","Free","",""
"6804.30.00.00","1","Hand sharpening or polishing stones","[""No.""]","Free","","Free","",""
"6805","0","Natural or artificial abrasive powder or grain, on a base of textile material, of paper, of paperboard or of other materials, whether or not cut to shape or sewn or otherwise made up:","","","","","",""
"6805.10.00.00","1","On a base of woven textile fabric only","[""kg""]","Free","","20%","",""
"6805.20.00.00","1","On a base of paper or paperboard only","[""kg""]","Free","","20%","",""
"6805.30","1","On a base of other materials:","","","","","",""
"6805.30.10.00","2","Articles wholly or partly coated with abrasives, in the form of sheets, strips, disks, belts, sleeves or similar forms","[""kg""]","Free","","20%","",""
"6805.30.50.00","2","Other","[""kg""]","Free","","20%","",""
"6806","0","Slag wool, rock wool and similar mineral wools; exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials; mixtures and articles of heat-insulating, sound-insulating or sound-absorbing mineral materials, other than those of heading 6811 or 6812, or of chapter 69:","","","","","",""
"6806.10.00","1","Slag wool, rock wool and similar mineral wools (including intermixtures thereof), in bulk, sheets or rolls","","3.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"6806.10.00.10","2","Accoustical pads and boards","[""m<sup>2<\/sup>""]","","","","",""
"","2","Other:","","","","","",""
"6806.10.00.20","3","Batts, not exceeding <il>61 cm</il> in width","[""m<sup>2<\/sup>""]","","","","",""
"6806.10.00.40","3","Batts, exceeding <il>61 cm</il> in width","[""m<sup>2<\/sup>""]","","","","",""
"6806.10.00.60","3","Pipe coverings","[""m<sup>2<\/sup>""]","","","","",""
"6806.10.00.90","3","Other","[""m<sup>2<\/sup>""]","","","","",""
"6806.20.00.00","1","Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials (including intermixtures thereof)","[""kg""]","Free","","30%","",""
"6806.90.00","1","Other","","Free","","30%","",""
"6806.90.00.10","2","Accoustical pads and boards","[""m<sup>2<\/sup>""]","","","","",""
"","2","Other:","","","","","",""
"6806.90.00.20","3","Of molded calcium silicate","[""m<sup>2<\/sup>""]","","","","",""
"6806.90.00.90","3","Other","[""kg""]","","","","",""
"6807","0","Articles of asphalt or of similar material (for example, petroleum bitumen or coal tar pitch):","","","","","",""
"6807.10.00.00","1","In rolls","[""kg""]","Free","","30%","",""
"6807.90.00","1","Other","","2.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"6807.90.00.10","2","Articles of a kind used for roofing or siding","[""kg""]","","","","",""
"6807.90.00.50","2","Other","[""kg""]","","","","",""
"6808.00.00.00","0","Panels, boards, tiles, blocks and similar articles of vegetable fiber, of straw or of shavings, chips, particles, sawdust or other waste, of wood, agglomerated with cement, plaster or other mineral binders","[""m<sup>2<\/sup>"",""kg""]","Free","","20%","",""
"6809","0","Articles of plaster or of compositions based on plaster:","","","","","",""
"","1","Boards, sheets, panels, tiles and similar articles, not ornamented:","","","","","",""
"6809.11.00","2","Faced or reinforced with paper or paperboard only","","Free","","30%","",""
"6809.11.00.10","3","Of gypsum plaster","[""kg"",""m<sup>2<\/sup>""]","","","","",""
"6809.11.00.80","3","Other","[""kg"",""m<sup>2<\/sup>""]","","","","",""
"6809.19.00.00","2","Other","[""m<sup>2<\/sup>""]","3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"6809.90.00.00","1","Other articles","[""kg""]","Free","","60%","",""
"6810","0","Articles of cement, of concrete or of artificial stone, whether or not reinforced:","","","","","",""
"","1","Tiles, flagstones, bricks and similar articles:","","","","","",""
"6810.11.00","2","Building blocks and bricks","","3.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"6810.11.00.10","3","Containing by weight more than <il>70 percent</il> magnesia, expressed as MgO, with carbon content ranging from trace amounts to less than <il>30 percent</il>, and chemically bonded by resin or pitch","[""m<sup>2<\/sup>""]","","","","",""
"6810.11.00.70","3","Other","[""t""]","","","","",""
"6810.19","2","Other:","","","","","",""
"","3","Floor and wall tiles:","","","","","",""
"6810.19.12.00","4","Of stone agglomerated with binders other than cement","[""m<sup>2<\/sup>""]","4.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"6810.19.14.00","4","Other","[""m<sup>2<\/sup>""]","9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","55%","",""
"6810.19.50.00","3","Other","[""t""]","3.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"","1","Other articles:","","","","","",""
"6810.91.00.00","2","Prefabricated structural components for building or civil engineering","[""t""]","Free","","30%","",""
"6810.99.00","2","Other","","Free","","30%","",""
"","3","Agglomerated quartz slabs of the type used for countertops:","","","","","",""
"6810.99.00.20","4","In slabs of rectangular shape, with a length of 3 m or more and a width of 1.25 m or more","[""m<sup>2<\/sup>""]","","","","",""
"6810.99.00.40","4","Other","[""m<sup>2<\/sup>""]","","","","",""
"6810.99.00.80","3","Other","[""No.""]","","","","",""
"6811","0","Articles of asbestos-cement, of cellulose fiber-cement or the like:","","","","","",""
"6811.40.00.00","1","Containing asbestos","[""kg""]","Free","","2.2¢/kg","",""
"","1","Not containing asbestos:","","","","","",""
"6811.81.00.00","2","Corrugated sheets","[""kg""]","Free","","2.2¢/kg","",""
"6811.82.00.00","2","Other sheets, panels, tiles and similar articles","[""kg""]","Free","","2.2¢/kg","",""
"6811.89","2","Other articles:","","","","","",""
"6811.89.10.00","3","Tubes, pipes and tube or pipe fittings","[""kg""]","Free","","1.7¢/kg","",""
"6811.89.90.00","3","Other articles","[""kg""]","Free","","2.2¢/kg","",""
"6812","0","Fabricated asbestos fibers; mixtures with a basis of asbestos or with a basis of asbestos and magnesium carbonate; articles of such mixtures or of asbestos (for example, thread, woven fabric, clothing, headgear, footwear, gaskets), whether or not reinforced, other than goods of heading 6811 or 6813:","","","","","",""
"6812.80","1","Of crocidolite:","","","","","",""
"6812.80.10.00","2","Footwear","[""kg""]","8.3%","Free (AU,BH, CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","35%","",""
"6812.80.90.00","2","Other","[""kg""]","Free","","35%","",""
"","1","Other:","","","","","",""
"6812.91","2","Clothing, clothing accessories, footwear and headgear","","","","","",""
"6812.91.10.00","3","Footwear","[""kg""]","8.3%","Free (AU,BH, CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","35%","",""
"6812.91.90.00","3","Other","[""kg""]","Free","","35%","",""
"6812.99","2","Other:","","","","","",""
"6812.99.10.00","3","Paper, millboard and felt","[""m<sup>2<\/sup>""]","Free","","25%","",""
"6812.99.20.00","3","Compressed asbestos fiber jointing, in sheets or rolls","[""m<sup>2<\/sup>""]","Free","","25%","",""
"6812.99.90.00","3","Other","[""m<sup>2<\/sup>""]","Free","","25%","",""
"6813","0","Friction material and articles thereof (for example, sheets, rolls, strips, segments, discs, washers, pads), not mounted, for brakes, for clutches or the like, with a basis of asbestos, of other mineral substances or of cellulose, whether or not combined with textile or other materials:","","","","","",""
"6813.20.00","1","Containing asbestos","","Free","","25%","",""
"","2","Brake linings and pads:","","","","","",""
"6813.20.00.10","3","Articles for use in civil aircraft","[""No.""]","","","","",""
"6813.20.00.15","3","Other","[""No.""]","","","","",""
"","2","Other:","","","","","",""
"6813.20.00.20","3","Articles for use in civil aircraft:","[""No.""]","","","","",""
"6813.20.00.25","3","Other","[""No.""]","","","","",""
"","1","Not containing asbestos:","","","","","",""
"6813.81.00","2","Brake linings and pads","","Free","","25%","",""
"6813.81.00.10","3","Articles for use in civil aircraft, with a basis of mineral substances","[""No.""]","","","","",""
"6813.81.00.50","3","Other","[""No.""]","","","","",""
"6813.89.00","2","Other","","Free","","25%","",""
"6813.89.00.10","3","Articles for use in civil aircraft, with a basis of mineral substances","[""No.""]","","","","",""
"6813.89.00.50","3","Other","[""No.""]","","","","",""
"6814","0","Worked mica and articles of mica, including agglomerated or reconstituted mica, whether or not on a support of paper, paperboard or other materials:","","","","","",""
"6814.10.00.00","1","Plates, sheets and strips of agglomerated or reconstituted mica, whether or not on a support","[""kg""]","2.7%","Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"6814.90.00.00","1","Other","[""kg""]","2.6%","Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"6815","0","Articles of stone or of other mineral substances (including carbon fibers, articles of carbon fibers and articles of peat), not elsewhere specified or included:","","","","","",""
"","1","Carbon fibers; articles of carbon fibers for non-electrical uses; other articles of graphite or other carbon for non-electrical uses:","","","","","",""
"6815.11.00.00","2","Carbon fibers","[""kg""]","Free","","45%","",""
"6815.12.00.00","2","Fabrics of carbon fibers","[""kg""]","Free","","45%","",""
"6815.13.00.00","2","Other articles of carbon fibers","[""kg""]","Free","","45%","",""
"6815.19.00.00","2","Other","[""kg""]","Free","","45%","",""
"6815.20.00.00","1","Articles of peat","[""kg""]","Free","","20%","",""
"","1","Other articles:","","","","","",""
"6815.91.00","2","Containing magnesite, magnesia in the form of periclase, dolomite including in the form of dolime, or chromite","","Free","","30%","",""
"6815.91.00.11","3","Containing by weight more than <il>70 percent</il> magnesia, expressed as MgO, with carbon content ranging from trace amounts to less than <il>30 percent</il>, and chemically bonded by resin or pitch","[""kg""]","","","","",""
"6815.91.00.71","3","Other","[""kg""]","","","","",""
"6815.99","2","Other:","","","","","",""
"6815.99.20.00","3","Talc, steatite and soapstone, cut or sawed, or in blanks, crayons, cubes, disks or other forms","[""kg""]","Free","","2.2¢/kg","",""
"6815.99.41","3","Other","","Free","","30%","",""
"6815.99.41.10","4","Containing by weight more than <il>70 percent</il> magnesia, expressed as MgO, with carbon content ranging from trace amounts to less than <il>30 percent</il>, and chemically bonded by resin or pitch","[""kg""]","","","","",""
"6815.99.41.70","4","Other","[""kg""]","","","","",""
"","3","I. GOODS OF SILICEOUS FOSSIL MEALS OR OF SIMILAR SILICEOUS EARTHS, AND REFRACTORY GOODS","","","","","",""
"6901.00.00.00","0","Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals (for example, kieselguhr, tripolite or diatomite) or of similar siliceous earths","[""t""]","Free","","30%","",""
"6902","0","Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods, other than those of siliceous fossil meals or similar siliceous earths:","","","","","",""
"6902.10","1","Containing by weight, singly or together, more than 50 percent of the elements magnesium, calcium or chromium, expressed as MgO, CaO or Cr<sub>2</sub>O<sub>3</sub>:","","","","","",""
"6902.10.10.00","2","Magnesite bricks","[""thousands"",""t""]","Free","","13%","",""
"6902.10.50.00","2","Other","[""t""]","Free","","30%","",""
"6902.20","1","Containing by weight more than 50 percent of alumina (Al<sub>2</sub>O<sub>3</sub>), of silica (SiO<sub>2</sub>) or of a mixture or compound of these products:","","","","","",""
"6902.20.10","2","Bricks","","Free","","25%","",""
"6902.20.10.10","3","Alumina","[""thousands"",""t""]","","","","",""
"6902.20.10.20","3","Other","[""thousands"",""t""]","","","","",""
"6902.20.50","2","Other","","Free","","30%","",""
"6902.20.50.10","3","Alumina","[""t""]","","","","",""
"6902.20.50.20","3","Other","[""t""]","","","","",""
"6902.90","1","Other:","","","","","",""
"6902.90.10","2","Bricks","","Free","","25%","",""
"6902.90.10.10","3","Clay","[""thousands"",""t""]","","","","",""
"6902.90.10.20","3","Other","[""thousands"",""t""]","","","","",""
"6902.90.50","2","Other","","Free","","30%","",""
"6902.90.50.10","3","Clay","[""t""]","","","","",""
"6902.90.50.20","3","Other","[""t""]","","","","",""
"6903","0","Other refractory ceramic goods (for example, retorts, crucibles, muffles, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods and slide gates), other than those of siliceous fossil meals or of similar siliceous earths:","","","","","",""
"6903.10.00.00","1","Containing by weight more than 50 percent of free carbon","[""kg""]","Free","","45%","",""
"6903.20.00.00","1","Containing by weight more than 50 percent of alumina (Al<sub>2</sub>O<sub>3</sub>) or of a mixture or compound of alumina and of silica (SiO<sub>2</sub>)","[""kg""]","Free","","30%","",""
"6903.90.00","1","Other","","Free","","30%","",""
"6903.90.00.10","2","Of clay","[""kg""]","","","","",""
"6903.90.00.50","2","Other","[""kg""]","","","","",""
"","1","II. OTHER CERAMIC PRODUCTS:","","","","","",""
"6904","0","Ceramic building bricks, flooring blocks, support or filler tiles and the like:","","","","","",""
"6904.10.00","1","Building bricks","","Free","","Free","",""
"","2","Solid bricks:","","","","","",""
"6904.10.00.10","3","Heat insulating","[""thousands""]","","","","",""
"6904.10.00.20","3","Other","[""thousands""]","","","","",""
"","2","Hollow bricks:","","","","","",""
"6904.10.00.30","3","Heat insulating","[""thousands""]","","","","",""
"6904.10.00.40","3","Other","[""thousands""]","","","","",""
"6904.90.00.00","1","Other","[""thousands""]","Free","","30%","",""
"6905","0","Roofing tiles, chimney pots, cowls, chimney liners, architectural ornaments and other ceramic constructional goods:","","","","","",""
"6905.10.00.00","1","Roofing tiles","[""m<sup>2<\/sup>""]","13.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","55%","",""
"6905.90.00","1","Other","","3.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"6905.90.00.10","2","Heat insulating","[""No.""]","","","","",""
"6905.90.00.50","2","Other","[""No.""]","","","","",""
"6906.00.00.00","0","Ceramic pipes, conduits, guttering and pipe fittings","[""kg""]","Free","","30%","",""
"6907","0","Ceramic flags and paving, hearth or wall tiles; ceramic mosaic cubes and the like, whether or not on a backing; finishing ceramics:","","","","","",""
"","1","Flags and paving, hearth or wall tiles, other than those of subheading 6907.30 and 6907.40:","","","","","",""
"6907.21","2","Of a water absorption coefficient by weight not exceeding 0.5%:","","","","","",""
"6907.21.10","3","Unglazed","","10%","Free (AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","55%","",""
"6907.21.10.05","4","Tiles, whether or not rectangular, the largest surface area of which is capable of being enclosed in a square the side of which is less than 7 cm","[""m<sup>2<\/sup>""]","","","","",""
"","4","Other:","","","","","",""
"6907.21.10.11","5","Tiles, the largest surface area of which is capable of being enclosed in a square the side of which is 30 cm or less","[""m<sup>2<\/sup>""]","","","","",""
"6907.21.10.51","5","Other","[""m<sup>2<\/sup>""]","","","","",""
"","3","Glazed:","","","","","",""
"","4","The largest surface area of which is capable of being enclosed in a square the side of which is less than 7 cm:","","","","","",""
"6907.21.20.00","5","Having not over 3229 tiles per square meter, most of which have faces bounded entirely by straight lines","[""m<sup>2<\/sup>""]","10%","Free (AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","55%","",""
"","5","Other:","","","","","",""
"6907.21.30.00","6","The largest surface area of which is less than 38.7 cm<sup>2</sup>","[""m<sup>2<\/sup>""]","10%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","55%","",""
"6907.21.40.00","6","Other","[""m<sup>2<\/sup>""]","8.5%","Free (AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","55%","",""
"6907.21.90","4","Other","","8.5%","Free (AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","55%","",""
"6907.21.90.11","5","Tiles, the largest surface area of which is capable of being enclosed in a square the side of which is 30 cm or less","[""m<sup>2<\/sup>""]","","","","",""
"6907.21.90.51","5","Other","[""m<sup>2<\/sup>""]","","","","",""
"6907.22","2","Of water absorption coefficient by weight exceeding 0.5 percent but not exceeding 10 percent:","","","","","",""
"6907.22.10","3","Unglazed","","10%","Free (AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","55%","",""
"6907.22.10.05","4","Tiles, whether or not rectangular, the largest surface area of which is capable of being enclosed in a square the side of which is less than 7 cm","[""m<sup>2<\/sup>""]","","","","",""
"","4","Other:","","","","","",""
"6907.22.10.11","5","Tiles, the largest surface area of which is capable of being enclosed in a square the side of which is 30 cm or less","[""m<sup>2<\/sup>""]","","","","",""
"6907.22.10.51","5","Other","[""m<sup>2<\/sup>""]","","","","",""
"","3","Glazed:","","","","","",""
"","4","The largest surface area of which is capable of being enclosed in a square the side of which is less than 7 cm:","","","","","",""
"6907.22.20.00","5","Having not over 3229 tiles per square meter, most of which have faces bounded entirely by straight lines","[""m<sup>2<\/sup>""]","10%","Free (AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","55%","",""
"","5","Other:","","","","","",""
"6907.22.30.00","6","The largest surface area of which is less than 38.7 cm<sup>2</sup>","[""m<sup>2<\/sup>""]","10%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","55%","",""
"6907.22.40.00","6","Other","[""m<sup>2<\/sup>""]","8.5%","Free (AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","55%","",""
"6907.22.90","4","Other","","8.5%","Free (AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","55%","",""
