HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"8102.95.60.00","3","Other","[""kg""]","6.6%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","60%","",""
"8102.96.00.00","2","Wire","[""kg""]","4.4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","60%","",""
"8102.97.00.00","2","Waste and scrap","[""kg"",""Mo kg""]","Free","","Free","",""
"8102.99.00.00","2","Other","[""kg""]","3.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8103","0","Tantalum and articles thereof, including waste and scrap:","","","","","",""
"8103.20.00","1","Unwrought tantalum, including bars and rods obtained simply by sintering; powders","","2.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"8103.20.00.30","2","Powders","[""kg""]","","","","",""
"8103.20.00.90","2","Other","[""kg""]","","","","",""
"8103.30.00.00","1","Waste and scrap","[""kg""]","Free","","Free","",""
"","1","Other:","","","","","",""
"8103.91.00.00","2","Crucibles","[""kg""]","4.4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8103.99.00.00","2","Other","[""kg""]","4.4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8104","0","Magnesium and articles thereof, including waste and scrap:","","","","","",""
"","1","Unwrought magnesium:","","","","","",""
"8104.11.00.00","2","Containing at least 99.8 percent by weight of magnesium","[""kg""]","8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","100%","",""
"8104.19.00.00","2","Other","[""kg"",""Mg kg""]","6.5%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA, OM,P,PA,PE,S,SG)","60.5%","",""
"8104.20.00.00","1","Waste and scrap","[""kg""]","Free","","Free","",""
"8104.30.00.00","1","Raspings, turnings and granules, graded according to size; powders","[""kg"",""Mg kg""]","4.4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","60.5%","",""
"8104.90.00.00","1","Other","[""kg"",""Mg kg""]","14.8¢/kg on magnesium content + 3.5%","Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","88¢/kg on magnesium content + 20%","",""
"8105","0","Cobalt mattes and other intermediate products of cobalt metallurgy; cobalt and articles thereof, including waste and scrap:","","","","","",""
"8105.20","1","Cobalt mattes and other intermediate products of cobalt metallurgy; unwrought cobalt; powders:","","","","","",""
"","2","Unwrought cobalt:","","","","","",""
"8105.20.30.00","3","Alloys","[""kg""]","4.4%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA, OM,P,PA,PE,S,SG)","45%","",""
"8105.20.60.00","3","Other","[""kg""]","Free","","Free","",""
"8105.20.90.00","2","Other","[""kg""]","Free","","Free","",""
"8105.30.00.00","1","Waste and scrap","[""kg""]","Free","","Free","",""
"8105.90.00.00","1","Other","[""kg""]","3.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8106","0","Bismuth and articles thereof, including waste and scrap:","","","","","",""
"8106.10.00.00","1","Containing more than 99.99 percent of bismuth, by weight","[""kg""]","Free","","7.5%","",""
"8106.90.00.00","1","Other","[""kg""]","Free","","7.5%","",""
"8108","0","Titanium and articles thereof, including waste and scrap:","","","","","",""
"8108.20.00","1","Unwrought titanium; powders","","15%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA, OM,P,PA,PE,S,SG)","25%","",""
"8108.20.00.10","2","Sponge","[""kg""]","","","","",""
"","2","Other:","","","","","",""
"8108.20.00.15","3","Powders","[""kg""]","","","","",""
"8108.20.00.30","3","Ingots","[""kg""]","","","","",""
"8108.20.00.95","3","Other","[""kg""]","","","","",""
"8108.30.00.00","1","Waste and scrap","[""kg""]","Free","","Free","",""
"8108.90","1","Other:","","","","","",""
"8108.90.30","2","Articles of titanium","","5.5%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8108.90.30.30","3","Castings","[""kg""]","","","","",""
"8108.90.30.60","3","Other","[""kg""]","","","","",""
"8108.90.60","2","Other","","15%","Free (A*,AU,BH,C,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8108.90.60.20","3","Blooms, sheet bars, and slabs","[""kg""]","","","","",""
"8108.90.60.31","3","Other bars, rods, profiles and wire","[""kg""]","","","","",""
"8108.90.60.45","3","Plates, sheets, strips and foil","[""kg""]","","","","",""
"8108.90.60.60","3","Tubes and pipes","[""kg""]","","","","",""
"8108.90.60.75","3","Other","[""kg""]","","","","",""
"8109","0","Zirconium and articles thereof, including waste and scrap:","","","","","",""
"","1","Unwrought zirconium; powders:","","","","","",""
"8109.21.00.00","2","Containing less than 1 part hafnium to 500 parts zirconium by weight","[""kg""]","4.2%","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P, PA,PE,S,SG)","25%","",""
"8109.29.00.00","2","Other","[""kg""]","4.2%","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P, PA,PE,S,SG)","25%","",""
"","1","Waste and scrap:","","","","","",""
"8109.31.00.00","2","Containing less than 1 part hafnium to 500 parts zirconium by weight","[""kg""]","Free","","Free","",""
"8109.39.00.00","2","Other","[""kg""]","Free","","Free","",""
"","1","Other:","","","","","",""
"8109.91.00.00","2","Containing less than 1 part hafnium to 500 parts zirconium by weight","[""kg""]","3.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8109.99.00.00","2","Other","[""kg""]","3.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8110","0","Antimony and articles thereof, including waste and scrap:","","","","","",""
"8110.10.00.00","1","Unwrought antimony; powders","[""kg""]","Free","","4.4¢/kg","",""
"8110.20.00.00","1","Waste and scrap","[""kg""]","Free","","4.4¢/kg","",""
"8110.90.00.00","1","Other","[""kg""]","Free","","4.4¢/kg","",""
"8111.00","0","Manganese and articles thereof, including waste and scrap:","","","","","",""
"8111.00.30.00","1","Waste and scrap","[""kg""]","Free","","Free","",""
"","1","Other:","","","","","",""
"","2","Unwrought manganese:","","","","","",""
"8111.00.47.00","3","Flake containing at least 99.5 percent by weight manganese","[""kg""]","14%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA, OM,P,PA,PE,S,SG)","20%","",""
"8111.00.49","3","Other","","14%","Free (A+,AU,BH,CL,CO,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","20%","",""
"8111.00.49.10","4","Powder containing at least 99.5 percent by weight manganese","[""kg""]","","","","",""
"8111.00.49.90","4","Other","[""kg""]","","","","",""
"8111.00.60.00","2","Other","[""kg""]","3.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8112","0","Beryllium, chromium, hafnium, rhenium, thallium, cadmium, germanium, vanadium, gallium, indium and niobium (columbium), and articles of these metals, including waste and scrap:","","","","","",""
"","1","Beryllium:","","","","","",""
"8112.12.00.00","2","Unwrought; powders","[""kg""]","8.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"8112.13.00.00","2","Waste and scrap","[""kg""]","Free","","Free","",""
"8112.19.00.00","2","Other","[""kg""]","5.5%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"","1","Chromium:","","","","","",""
"8112.21.00.00","2","Unwrought; powders","[""kg""]","3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"8112.22.00.00","2","Waste and scrap","[""kg""]","Free","","Free","",""
"8112.29.00.00","2","Other","[""kg""]","3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"","1","Hafnium:","","","","","",""
"8112.31.00.00","2","Unwrought; waste and scrap; powders","[""kg""]","Free","","25%","",""
"8112.39.00.00","2","Other","[""kg""]","4%","Free(A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"","1","Rhenium:","","","","","",""
"8112.41","2","Unwrought; waste and scrap; powders:","","","","","",""
"8112.41.10.00","3","Waste and scrap","[""kg""]","Free","","Free","",""
"8112.41.50.00","3","Unwrought; powders","[""kg""]","3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"8112.49.00.00","2","Other","[""kg""]","4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"","1","Thallium:","","","","","",""
"8112.51.00.00","2","Unwrought; powders","[""kg""]","4%","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P, PA,PE,S,SG)","25%","",""
"8112.52.00.00","2","Waste and scrap","[""kg""]","Free","","Free","",""
"8112.59.00.00","2","Other","[""kg""]","4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"","1","Cadmium:","","","","","",""
"8112.61.00.00","2","Waste and scrap","[""kg""]","Free","","33¢/kg","",""
"8112.69","2","Other:","","","","","",""
"8112.69.10.00","3","Unwrought cadmium; powders","[""kg""]","Free","","33¢/kg","",""
"8112.69.90.00","3","Other","[""kg""]","4.4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"","1","Other:","","","","","",""
"8112.92","2","Unwrought; waste and scrap; powders:","","","","","",""
"8112.92.07.00","3","Waste and scrap","[""kg""]","Free","","Free","",""
"","3","Other:","","","","","",""
"8112.92.10.00","4","Gallium","[""kg""]","3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"8112.92.30.00","4","Indium","[""kg""]","Free","","25%","",""
"8112.92.40.00","4","Niobium (columbium)","[""kg""]","4.9%","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P, PA,PE,S,SG)","25%","",""
"","4","Germanium:","","","","","",""
"8112.92.60.00","5","Unwrought","[""kg""]","2.6%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"8112.92.65.00","5","Other","[""kg""]","4.4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8112.92.70.00","4","Vanadium","[""kg"",""V kg""]","2%","Free (A+,AU,BH,CL,CO,D, E, IL,JO,KR,MA,OM,P, PA,PE,S,SG)","25%","",""
"8112.99","2","Other:","","","","","",""
"8112.99.10.00","3","Germanium","[""kg""]","4.4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8112.99.20.00","3","Vanadium","[""kg"",""V kg""]","2%","Free (A+,AU,BH,CL,CO,D, E, IL,JO,KR,MA,OM,P, PA,PE,S,SG)","25%","",""
"8112.99.91.00","3","Other","[""kg""]","4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8113.00.00.00","0","Cermets and articles thereof, including waste and scrap","[""kg""]","3.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8201","0","Handtools of the following kinds and base metal parts thereof: spades, shovels, mattocks, picks, hoes, forks and rakes; axes, bill hooks and similar hewing tools; secateurs and pruners of any kind; scythes, sickles, hay knives, hedge shears, timber wedges and other tools of a kind used in agriculture, horticulture or forestry:","","","","","",""
"8201.10.00.00","1","Spades and shovels, and parts thereof","[""No.""]","Free","","30%","",""
"8201.30.00","1","Mattocks, picks, hoes and rakes, and parts thereof","","Free","","45%","",""
"8201.30.00.10","2","Mattocks and picks, and parts thereof","[""No.""]","","","","",""
"8201.30.00.80","2","Other","[""No.""]","","","","",""
"8201.40","1","Axes, bill hooks and similar hewing tools, and parts thereof:","","","","","",""
"8201.40.30.00","2","Machetes, and parts thereof","[""No.""]","Free","","Free","",""
"8201.40.60","2","Other","","6.2%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8201.40.60.10","3","Axes and adzes, and parts thereof","[""No.""]","","","","",""
"8201.40.60.80","3","Other","[""No.""]","","","","",""
"8201.50.00.00","1","Secateurs and similar one-handed pruners and shears (including poultry shears), and parts thereof","[""No.""]","1¢ each + 2.8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20¢ each + 45%","",""
"8201.60.00.00","1","Hedge shears, two-handed pruning shears and similar two-handed shears, and parts thereof","[""No.""]","1¢ each + 2.8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20¢ each + 45%","",""
"8201.90","1","Other handtools of a kind used in agriculture, horticulture or forestry, and parts thereof:","","","","","",""
"8201.90.30.00","2","Grass shears, and parts thereof","[""No.""]","2¢ each + 5.1%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20¢ each + 45%","",""
"8201.90.40.00","2","Forks, and parts thereof","[""No.""]","Free","","15%","",""
"8201.90.60.00","2","Other","[""No.""]","Free","","Free","",""
"8202","0","Handsaws, and metal parts thereof; blades for saws of all kinds (including slitting, slotting or toothless saw blades), and base metal parts thereof:","","","","","",""
"8202.10.00.00","1","Handsaws, and parts (except blades) thereof","[""No.""]","Free","","20%","",""
"8202.20.00","1","Bandsaw blades, and parts thereof","","Free","","20%","",""
"8202.20.00.30","2","Metal cutting blades","[""No.""]","","","","",""
"8202.20.00.60","2","Other","[""No.""]","","","","",""
"","1","Circular saw blades (including slitting or slotting saw blades), and parts thereof:","","","","","",""
"8202.31.00.00","2","With working part of steel","[""No.""]","Free","","25%","",""
"8202.39.00","2","Other, including parts","","Free","","25%","",""
"8202.39.00.10","3","With diamond working parts","[""No.""]","","","","",""
"8202.39.00.40","3","Diamond sawblade cores","[""No.""]","","","","",""
"8202.39.00.70","3","Other","[""No.""]","","","","",""
"8202.40","1","Chain saw blades, and parts thereof:","","","","","",""
"8202.40.30.00","2","With cutting parts containing by weight over 0.2 percent of chromium, molybdenum, or tungsten or over <il>0.1 percent</il> of vanadium","[""No.""]","7.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","60%","",""
"8202.40.60","2","Other","","Free","","27.5%","",""
"8202.40.60.30","3","In continuous lengths","[""m""]","","","","",""
"8202.40.60.60","3","Other","[""No.""]","","","","",""
"","1","Other saw blades, and parts thereof:","","","","","",""
"8202.91","2","Straight saw blades, for working metal:","","","","","",""
"8202.91.30.00","3","Hacksaw blades","[""No.""]","Free","","20%","",""
"8202.91.60.00","3","Other","[""gross""]","Free","","40¢/gross","",""
"8202.99.00.00","2","Other (including parts)","[""No.""]","Free","","20%","",""
"8203","0","Files, rasps, pliers (including cutting pliers), pincers, tweezers, metal cutting shears, pipe cutters, bolt cutters, perforating punches and similar handtools, and base metal parts thereof:","","","","","",""
"8203.10","1","Files, rasps and similar tools:","","","","","",""
"8203.10.30.00","2","Not over 11 cm in length","[""doz.""]","Free","","47.5¢/doz.","",""
"8203.10.60.00","2","Over 11 cm but not over 17 cm in length","[""doz.""]","Free","","62.5¢/doz.","",""
"8203.10.90.00","2","Over 17 cm in length","[""doz.""]","Free","","77.5¢/doz.","",""
"8203.20","1","Pliers (including cutting pliers), pincers, tweezers and similar tools, and parts thereof:","","","","","",""
"8203.20.20.00","2","Tweezers","[""No.""]","4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","60%","",""
"","2","Other:","","","","","",""
"8203.20.40.00","3","Slip joint pliers","[""doz.""]","12%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","60%","",""
"8203.20.60","3","Other (except parts)","","12¢/doz. + 5.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","$1.20/doz. + 60%","",""
"8203.20.60.30","4","Pliers","[""doz.""]","","","","",""
"8203.20.60.60","4","Other","[""doz.""]","","","","",""
"8203.20.80.00","3","Parts","[""No.""]","4.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8203.30.00.00","1","Metal cutting shears and similar tools, and parts thereof","[""No.""]","Free","","50%","",""
"8203.40","1","Pipe cutters, bolt cutters, perforating punches and similar tools, and parts thereof:","","","","","",""
"8203.40.30.00","2","With cutting part containing by weight over 0.2 percent of chromium, molybdenum, or tungsten or over 0.1 percent of vanadium","[""No.""]","6%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","60%","",""
"8203.40.60.00","2","Other (including parts)","[""No.""]","3.3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"8204","0","Hand-operated spanners and wrenches (including torque meter wrenches but not including tap wrenches); socket wrenches, with or without handles, drives or extensions; base metal parts thereof:","","","","","",""
"","1","Hand-operated spanners and wrenches, and parts thereof:","","","","","",""
"8204.11.00","2","Nonadjustable, and parts thereof","","9%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8204.11.00.30","3","Open-end, box and combination open-end and box wrenches","[""No.""]","","","","",""
"8204.11.00.60","3","Other (including parts)","[""No.""]","","","","",""
"8204.12.00.00","2","Adjustable, and parts thereof","[""No.""]","9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8204.20.00.00","1","Socket wrenches, with or without handles, drives and extensions, and parts thereof","[""No.""]","9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8205","0","Handtools (including glass cutters) not elsewhere specified or included; blow torches and similar self-contained torches; vises, clamps and the like, other than accessories for and parts of machine tools or water-jet cutting machines; anvils; portable forges; hand- or pedal-operated grinding wheels with frameworks; base metal parts thereof:","","","","","",""
"8205.10.00.00","1","Drilling, threading or tapping tools, and parts thereof","[""No.""]","6.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8205.20","1","Hammers and sledge hammers, and parts thereof:","","","","","",""
"8205.20.30.00","2","With heads not over 1.5 kg each","[""No.""]","6.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8205.20.60.00","2","With heads over 1.5 kg each","[""No.""]","Free","","20%","",""
"8205.30","1","Planes, chisels, gouges and similar cutting tools for working wood, and parts thereof:","","","","","",""
"8205.30.30.00","2","With cutting part containing by weight over 0.2 percent of chromium, molybdenum, or tungsten or over 0.1 percent of vanadium","[""No.""]","5.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","60%","",""
"8205.30.60.00","2","Other (including parts)","[""No.""]","5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8205.40.00.00","1","Screwdrivers, and parts thereof","[""No.""]","6.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG) 3.1% (JP)","45%","",""
"","1","Other handtools (including glass cutters) and parts thereof:","","","","","",""
"8205.51","2","Household tools, and parts thereof:","","","","","",""
"","3","Of iron or steel:","","","","","",""
"8205.51.15.00","4","Carving and butcher steels, with or without handles","[""No.""]","Free","","8¢ each + 45%","",""
"8205.51.30","4","Other (including parts)","","3.7%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"8205.51.30.30","5","Kitchen and table implements","[""No.""]","","","","",""
"8205.51.30.60","5","Other (including parts)","[""No.""]","","","","",""
"8205.51.45.00","3","Of copper","[""No.""]","Free","","40%","",""
"8205.51.60.00","3","Of aluminum","[""kg""]","2.2¢/kg + 5%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","19¢/kg + 40%","",""
"8205.51.75.00","3","Other","[""No.""]","3.7%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"8205.59","2","Other:","","","","","",""
"8205.59.10.00","3","Pipe tools, and parts thereof","[""No.""]","7.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG) 3.6% (JP)","45%","",""
"8205.59.20.00","3","Powder-actuated handtools, and parts thereof","[""No.""]","Free","","27.5%","",""
"8205.59.30","3","Crowbars, track tools and wedges, and parts thereof","","Free","","3¢/kg","",""
"8205.59.30.10","4","Crowbars","[""kg"",""No.""]","","","","",""
"8205.59.30.80","4","Other","[""kg"",""No.""]","","","","",""
"","3","Other:","","","","","",""
"","4","Of iron or steel","","","","","",""
"8205.59.45.00","5","Caulking guns","[""No.""]","5.3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"8205.59.55","5","Other","","5.3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"","6","Edged handtools:","","","","","",""
"8205.59.55.05","7","Single edge razor blades other than for shaving","[""No.""]","","","","",""
"8205.59.55.10","7","Other","[""No.""]","","","","",""
"8205.59.55.60","6","Other (including parts)","[""No.""]","","","","",""
"8205.59.60.00","4","Of copper","[""No.""]","Free","","40%","",""
"8205.59.70.00","4","Of aluminum","[""kg""]","1.5¢/kg + 3.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","19¢/kg + 40%","",""
"8205.59.80.00","4","Other","[""No.""]","3.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"8205.60.00.00","1","Blow torches and similar self-contained torches, and parts thereof","[""No.""]","2.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8205.70.00","1","Vises, clamps and the like, and parts thereof","","5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"","2","Vises:","","","","","",""
"8205.70.00.30","3","Pipe","[""No.""]","","","","",""
"8205.70.00.60","3","Other","[""No.""]","","","","",""
"8205.70.00.90","2","Other (including parts)","[""No.""]","","","","",""
"8205.90","1","Other, including sets of articles of two or more subheadings of this heading:","","","","","",""
"8205.90.10.00","2","Anvils; portable forges; hand- or pedal-operated grinding wheels with frameworks; base metal parts thereof","[""No.""]","Free","","6%","",""
"8205.90.60.00","2","Sets of articles of two or more of the foregoing subheadings","[""pcs""]","The rate of duty applicable to that article in the set subject to the highest rate of duty","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","The rate of duty applicable to that article in the set subject to the highest rate of duty","",""
"8206.00.00.00","0","Tools of two or more of headings 8202 to 8205, put up in sets for retail sale","[""pcs""]","The rate of duty applicable to that article in the set subject to the highest rate of duty","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","The rate of duty applicable to that article in the set subject to the highest rate of duty","",""
"8207","0","Interchangeable tools for handtools, whether or not power operated, or for machine-tools (for example, for pressing, stamping, punching, tapping, threading, drilling, boring, broaching, milling, turning or screwdriving), including dies for drawing or extruding metal, and rock drilling or earth boring tools; base metal parts thereof:","","","","","",""
"","1","Rock drilling or earth boring tools, and parts thereof:","","","","","",""
"8207.13.00.00","2","With working part of cermets","[""No.""]","3.6%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","60%","",""
"8207.19","2","Other, including parts:","","","","","",""
"8207.19.30","3","With cutting part containing by weight over 0.2 percent of chromium, molybdenum, or tungsten or over 0.1 percent of vanadium","","5%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","60%","",""
"8207.19.30.30","4","Percussion rock drill bits","[""No.""]","","","","",""
"","4","Other:","","","","","",""
"8207.19.30.60","5","Rotary rock drill bits, core bits and reamers","[""No.""]","","","","",""
"8207.19.30.90","5","Other","[""No.""]","","","","",""
"8207.19.60","3","Other","","2.9%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"8207.19.60.30","4","Percussion rock drill bits","[""No.""]","","","","",""
"","4","Other:","","","","","",""
