HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"4602.11.09.00","4","Other","[""No.""]","10%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"4602.11.21.00","3","Luggage, handbags and flatgoods, whether or not lined","[""No.""]","6.2%","Free (AU,BH, CL,CO,D,IL, JO,KR,MA, OM,P,PA,PE,R,S, SG) 5.2% (E)","50%","",""
"","3","Other:","","","","","",""
"4602.11.35.00","4","Wickerwork","[""No.""]","Free","","45%","",""
"4602.11.45.00","4","Other","[""No.""]","6.6%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"4602.12","2","Of rattan:","","","","","",""
"4602.12.05.00","3","Fishing baskets or creels","[""No.""]","5%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"","3","Other baskets and bags, whether or not lined:","","","","","",""
"4602.12.14.00","4","Wickerwork","[""No.""]","Free","","50%","",""
"4602.12.16.00","4","Other","[""No.""]","5%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"","3","Luggage, handbags and flatgoods, whether or not lined:","","","","","",""
"4602.12.23.00","4","Articles of a kind normally carried in the pocket or in the handbag","[""No.""]","9%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"4602.12.25.00","4","Other","[""No.""]","18%","Free (AU,BH,CL,CO,D,IL,JO,KR,MA,OM,P,PA,PE,R,S,SG) 15.5% (E)","50%","",""
"","3","Other:","","","","","",""
"4602.12.35.00","4","Wickerwork","[""No.""]","Free","","45%","",""
"4602.12.45.00","4","Other","[""No.""]","6.6%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"4602.19","2","Other:","","","","","",""
"4602.19.05.00","3","Fishing baskets or creels","[""No.""]","5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"","3","Other baskets and bags, whether or not lined:","","","","","",""
"4602.19.12.00","4","Of willow","[""No.""]","5.8%","Free (A,AU,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,R,S, SG)","50%","",""
"","4","Of palm leaf:","","","","","",""
"4602.19.14.00","5","Wickerwork","[""No.""]","Free","","50%","",""
"4602.19.16.00","5","Other","[""No.""]","5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"","4","Other:","","","","","",""
"4602.19.17.00","5","Wickerwork","[""No.""]","Free","","50%","",""
"4602.19.18.00","5","Other","[""No.""]","4.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"","3","Luggage, handbags and flatgoods, whether or not lined:","","","","","",""
"4602.19.22.00","4","Of willow","[""No.""]","5.8%","Free (AU,BH, CL,CO,D,IL, JO,KR,MA, OM,P,PA,PE,R,S, SG) 4.6% (E)","50%","",""
"","4","Of palm leaf:","","","","","",""
"4602.19.23.00","5","Articles of a kind normally carried in the pocket or in the handbag","[""No.""]","9%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"4602.19.25.00","5","Other","[""No.""]","18%","Free (AU,BH,CL,CO,D,IL,JO,KR,MA,OM,P,PA,PE,R,S,SG) 15.5% (E)","50%","",""
"4602.19.29","4","Other","","5.3%","Free (AU,BH, CL,CO,D,IL, JO,KR,MA, OM,P,PA,PE,R,S, SG) 4.2% (E)","50%","",""
"4602.19.29.20","5","Handbags","[""No.""]","","","","",""
"4602.19.29.40","5","Other","[""No.""]","","","","",""
"","3","Other:","","","","","",""
"","4","Of willow or wood:","","","","","",""
"4602.19.35.00","5","Wickerwork","[""No.""]","Free","","45%","",""
"4602.19.45.00","5","Other","[""No.""]","6.6%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"","4","Other:","","","","","",""
"4602.19.60.00","5","Wickerwork","[""No.""]","Free","","25%","",""
"4602.19.80.00","5","Other","[""No.""]","2.3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"4602.90.00.00","1","Other","[""kg""]","3.5%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","80%","",""
"4701.00.00.00","0","Mechanical woodpulp","[""t adw""]","Free","","Free","",""
"4702.00.00","0","Chemical woodpulp, dissolving grades","","Free","","Free","",""
"4702.00.00.20","1","Sulfite","[""t adw""]","","","","",""
"4702.00.00.40","1","Sulfate or soda","[""t adw""]","","","","",""
"4703","0","Chemical woodpulp, soda or sulfate, other than dissolving grades:","","","","","",""
"","1","Unbleached:","","","","","",""
"4703.11.00.00","2","Coniferous","[""t adw""]","Free","","Free","",""
"4703.19.00.00","2","Nonconiferous","[""t adw""]","Free","","Free","",""
"","1","Semibleached or bleached:","","","","","",""
"4703.21.00","2","Coniferous","","Free","","Free","",""
"4703.21.00.20","3","Semibleached","[""t adw""]","","","","",""
"4703.21.00.40","3","Bleached","[""t adw""]","","","","",""
"4703.29.00","2","Nonconiferous","","Free","","Free","",""
"4703.29.00.20","3","Semibleached","[""t adw""]","","","","",""
"4703.29.00.40","3","Bleached","[""t adw""]","","","","",""
"4704","0","Chemical woodpulp, sulfite, other than dissolving grades:","","","","","",""
"","1","Unbleached:","","","","","",""
"4704.11.00.00","2","Coniferous","[""t adw""]","Free","","Free","",""
"4704.19.00.00","2","Nonconiferous","[""t adw""]","Free","","Free","",""
"","1","Semibleached or bleached:","","","","","",""
"4704.21.00.00","2","Coniferous","[""t adw""]","Free","","Free","",""
"4704.29.00.00","2","Nonconiferous","[""t adw""]","Free","","Free","",""
"4705.00.00.00","0","Wood pulp obtained by a combination of mechanical and chemical pulping processes","[""t adw""]","Free","","Free","",""
"4706","0","Pulps of fibers derived from recovered (waste and scrap) paper or paperboard or of other fibrous cellulosic material:","","","","","",""
"4706.10.00.00","1","Cotton linters pulp","[""t adw""]","Free","","Free","",""
"4706.20.00.00","1","Pulps of fibers derived from recovered (waste and scrap) paper or paperboard","[""t adw""]","Free","","Free","",""
"4706.30.00.00","1","Other, of bamboo","[""t adw""]","Free","","Free","",""
"","1","Other:","","","","","",""
"4706.91.00.00","2","Mechanical","[""t adw""]","Free","","Free","",""
"4706.92.01.00","2","Chemical","[""t adw""]","Free","","Free","",""
"4706.93.01.00","2","Obtained by a combination of mechanical and chemical processes","[""t adw""]","Free","","Free","",""
"4707","0","Recovered (waste and scrap) paper and paperboard:","","","","","",""
"4707.10.00.00","1","Unbleached kraft paper or paperboard or corrugated paper or paperboard","[""t""]","Free","","Free","",""
"4707.20.00","1","Other paper or paperboard, made mainly of bleached chemical pulp, not colored in the mass","","Free","","Free","",""
"4707.20.00.20","2","High-grade deinking paper and paperboard","[""t""]","","","","",""
"4707.20.00.40","2","Other","[""t""]","","","","",""
"4707.30.00","1","Paper or paperboard made mainly of mechanical pulp (for example, newspapers, journals and similar printed matter)","","Free","","Free","",""
"4707.30.00.20","2","Newsprint","[""t""]","","","","",""
"4707.30.00.40","2","Other","[""t""]","","","","",""
"4707.90.00.00","1","Other, including unsorted waste and scrap","[""t""]","Free","","Free","",""
"4801.00.01","0","Newsprint, in rolls or sheets","","Free","","Free","",""
"4801.00.01.20","1","Standard newsprint paper","[""t""]","","","","",""
"4801.00.01.40","1","Other","[""t""]","","","","",""
"4802","0","Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, and non perforated punch-cards and punch tape paper, in rolls or rectangular (including square) sheets, of any size, other than paper of heading 4801 or 4803; hand-made paper and paperboard:","","","","","",""
"4802.10.00.00","1","Handmade paper and paperboard","[""kg""]","Free","","17.5%","",""
"4802.20","1","Paper and paperboard of a kind used as a base for photo-sensitive, heat-sensitive or electro-sensitive paper or paperboard:","","","","","",""
"4802.20.10.00","2","In strips or rolls of a width exceeding <il>15 cm</il> or in rectangular (including square) sheets with one side exceeding <il>36 cm</il> and the other side exceeding <il>15 cm</il> in the unfolded state","[""m²""]","Free","","20%","",""
"","2","Other:","","","","","",""
"4802.20.20.00","3","Basic paper to be sensitized for use in photography","[""kg"",""m²""]","Free","","5%","",""
"4802.20.40","3","Other","","Free","","30%","",""
"4802.20.40.20","4","Containing by weight 25 percent or more cotton fiber","[""kg""]","","","","",""
"4802.20.40.40","4","Other","[""kg""]","","","","",""
"4802.40.00.00","1","Wallpaper base (hanging paper)","[""kg""]","Free","","10%","",""
"","1","Other paper and paperboard, not containing fibers obtained by a mechanical or chemi-mechanical process or of which not more than <il>10 percent</il> by weight of the total fiber content consists of such fibers:","","","","","",""
"4802.54","2","Weighing less than <il>40 g/m²:</il>","","","","","",""
"","3","In strips or rolls of a width exceeding <il>15 cm</il> or in rectangular (including square) sheets with one side exceeding <il>36 cm</il> and the other side exceeding <il>15 cm</il> in the unfolded state:","","","","","",""
"4802.54.10.00","4","Writing paper","[""kg""]","Free","","28%","",""
"4802.54.20.00","4","India and bible paper","[""kg""]","Free","","18%","",""
"4802.54.31.00","4","Other","[""kg""]","Free","","11.5%","",""
"","3","Other:","","","","","",""
"4802.54.50.00","4","Basic paper to be sensitized for use in photography","[""kg"",""m<sup>2<\/sup>""]","Free","","5%","",""
"4802.54.61.00","4","Other","[""kg""]","Free","","30%","",""
"4802.55","2","Weighing <il>40 g/m²</il> or more but not more than <il>150 g/m²</il>, in rolls:","","","","","",""
"","3","Of a width exceeding <il>15 cm:</il>","","","","","",""
"4802.55.10.00","4","Writing and cover paper","[""kg""]","Free","","28%","",""
"4802.55.20.00","4","Drawing paper","[""kg""]","Free","","15.5%","",""
"4802.55.30.00","4","India and bible paper","[""kg""]","Free","","18%","",""
"4802.55.40.00","4","Other","[""kg""]","Free","","11.5%","",""
"","3","Other:","","","","","",""
"4802.55.60.00","4","Basic paper to be sensitized for use in photography","[""kg"",""m²""]","Free","","5%","",""
"4802.55.70","4","Other","","Free","","30%","",""
"4802.55.70.20","5","Containing by weight 25 percent or more cotton fiber","[""kg""]","","","","",""
"4802.55.70.40","5","Other","[""kg""]","","","","",""
"4802.56","2","Weighing <il>40 g/m²</il> or more but not more than <il>150 g/m²</il>, in sheets with one side not exceeding <il>435 mm</il> and the other side not exceeding <il>297 mm</il> in the unfolded state:","","","","","",""
"","3","With one side exceeding <il>360 mm</il> and the other side exceeding <il>150 mm</il> in the unfolded state:","","","","","",""
"4802.56.10.00","4","Writing and cover paper","[""kg""]","Free","","28%","",""
"4802.56.20.00","4","Drawing paper","[""kg""]","Free","","15.5%","",""
"4802.56.30.00","4","India and bible paper","[""kg""]","Free","","18%","",""
"4802.56.40.00","4","Other","[""kg""]","Free","","11.5%","",""
"","3","Other:","","","","","",""
"4802.56.60.00","4","Basic paper to be sensitized for use in photography","[""kg"",""m²""]","Free","","5%","",""
"4802.56.70","4","Other","","Free","","30%","",""
"4802.56.70.20","5","Containing by weight <il>25 percent</il> or more cotton fiber","[""kg""]","","","","",""
"","5","Other:","","","","","",""
"4802.56.70.50","6","Writing and cover paper","[""kg""]","","","","",""
"4802.56.70.90","6","Other","[""kg""]","","","","",""
"4802.57","2","Other, weighing <il>40 g/m²</il> or more but not more than <il>150 g/m²:</il>","","","","","",""
"4802.57.10","3","Writing and cover paper","","Free","","28%","",""
"4802.57.10.40","4","With one side equal to 965 mm and the other side equal to 635 mm in the unfolded state","[""kg""]","","","","",""
"4802.57.10.85","4","Other","[""kg""]","","","","",""
"4802.57.20.00","3","Drawing paper","[""kg""]","Free","","15.5%","",""
"4802.57.30.00","3","India and bible paper","[""kg""]","Free","","18%","",""
"4802.57.40","3","Other","","Free","","11.5%","",""
"4802.57.40.40","4","With one side equal to 965 mm and the other side equal to 635 mm in the unfolded state","[""kg""]","","","","",""
"4802.57.40.85","4","Other","[""kg""]","","","","",""
"4802.58","2","Weighing more than <il>150 g/m²:</il>","","","","","",""
"","3","In strips or rolls of a width exceeding <il>15 cm</il> or in rectangular (including square) sheets with one side exceeding <il>36 cm</il> and the other side exceeding <il>15 cm</il> in the unfolded state:","","","","","",""
"4802.58.10.00","4","Writing and cover paper","[""kg""]","Free","","30%","",""
"4802.58.20","4","Other","","Free","","24.5%","",""
"4802.58.20.20","5","Drawing paper","[""kg""]","","","","",""
"4802.58.20.40","5","Bristols","[""kg""]","","","","",""
"4802.58.20.80","5","Other","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"4802.58.50.00","4","Basic paper to be sensitized for use in photography","[""kg"",""m²""]","Free","","5%","",""
"4802.58.60","4","Other","","Free","","30%","",""
"4802.58.60.20","5","Containing by weight <il>25 percent</il> or more cotton fiber","[""kg""]","","","","",""
"4802.58.60.40","5","Other","[""kg""]","","","","",""
"","1","Other paper and paperboard, of which more than <il>10 percent</il> by weight of the total fiber content consists of fibers obtained by a mechanical or chemi-mechanical process:","","","","","",""
"4802.61","2","In rolls:","","","","","",""
"","3","Of a width exceeding <il>15 cm:</il>","","","","","",""
"4802.61.10.00","4","Writing and cover paper","[""kg""]","Free","","28%","",""
"4802.61.20.00","4","Drawing paper","[""kg""]","Free","","15.5%","",""
"4802.61.31","4","Other","","Free","","11.5%","",""
"4802.61.31.10","5","Weighing less than 40 g/m<sup>2</sup>","[""kg""]","","","","",""
"","5","Other:","","","","","",""
"4802.61.31.35","6","Supercalendered","[""kg""]","","","","",""
"4802.61.31.91","6","Other","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"4802.61.50.00","4","Basic paper to be sensitized for use in photography","[""kg"",""m²""]","Free","","5%","",""
"4802.61.60","4","Other","","Free","","30%","",""
"4802.61.60.20","5","Containing by weight 25 percent or more cotton fiber","[""kg""]","","","","",""
"4802.61.60.40","5","Other","[""kg""]","","","","",""
"4802.62","2","In sheets with one side not exceeding <il>435 mm</il> and the other side not exceeding <il>297 mm</il> in the unfolded state:","","","","","",""
"","3","With one side exceeding <il>360 mm</il> and the other side exceeding <il>150 mm</il> in the unfolded state:","","","","","",""
"4802.62.10.00","4","Writing and cover paper","[""kg""]","Free","","28%","",""
"4802.62.20.00","4","Drawing paper","[""kg""]","Free","","15.5%","",""
"4802.62.30.00","4","Other","[""kg""]","Free","","11.5%","",""
"","3","Other:","","","","","",""
"4802.62.50.00","4","Basic paper to be sensitized for use in photography","[""kg"",""m²""]","Free","","5%","",""
"4802.62.61","4","Other","","Free","","30%","",""
"4802.62.61.20","5","Containing by weight 25 percent or more cotton fiber","[""kg""]","","","","",""
"4802.62.61.40","5","Other","[""kg""]","","","","",""
"4802.69","2","Other:","","","","","",""
"4802.69.10.00","3","Writing and cover paper","[""kg""]","Free","","28%","",""
"4802.69.20.00","3","Drawing paper","[""kg""]","Free","","15.5%","",""
"4802.69.30.00","3","Other","[""kg""]","Free","","11.5%","",""
"4803.00","0","Toilet or facial tissue stock, towel or napkin stock and similar paper of a kind used for household or sanitary purposes, cellulose wadding and webs of cellulose fibers, whether or not creped, crinkled, embossed, perforated, surface-colored, surface decorated or printed, in rolls or sheets:","","","","","",""
"4803.00.20.00","1","Cellulose wadding","[""kg""]","Free","","24%","",""
"4803.00.40.00","1","Other","[""kg""]","Free","","36%","",""
"4804","0","Uncoated kraft paper and paperboard, in rolls or sheets, other than that of heading 4802 or 4803:","","","","","",""
"","1","Kraftliner:","","","","","",""
"4804.11.00.00","2","Unbleached","[""kg""]","Free","","20%","",""
"4804.19.00.00","2","Other","[""kg""]","Free","","20%","",""
"","1","Sack kraft paper:","","","","","",""
"4804.21.00.00","2","Unbleached","[""kg""]","Free","","30%","",""
"4804.29.00.00","2","Other","[""kg""]","Free","","30%","",""
"","1","Other kraft paper and paperboard weighing <il>150 g/m²</il> or less:","","","","","",""
"4804.31","2","Unbleached:","","","","","",""
"","3","Condenser paper:","","","","","",""
"4804.31.10.00","4","Weighing over <il>15 g/m²</il> but not over <il>30 g/m²</il>","[""kg""]","Free","","20.5%","",""
"4804.31.20.00","4","Other","[""kg""]","Free","","25%","",""
"4804.31.40","3","Wrapping paper","","Free","","30%","",""
"4804.31.40.20","4","Bag or sack paper","[""kg""]","","","","",""
"4804.31.40.40","4","Other","[""kg""]","","","","",""
"4804.31.60.00","3","Other","[""kg""]","Free","","30%","",""
"4804.39","2","Other:","","","","","",""
"4804.39.20.00","3","Condenser paper","[""kg""]","Free","","25%","",""
"4804.39.40","3","Wrapping paper","","Free","","30%","",""
"4804.39.40.20","4","Bag or sack paper","[""kg""]","","","","",""
"","4","Other:","","","","","",""
"4804.39.40.41","5","Tissue paper having a basis weight not exceeding <il>29 g/m²</il>, in sheets","[""kg""]","","","","",""
"4804.39.40.49","5","Other","[""kg""]","","","","",""
"4804.39.60","3","Other","","Free","","30%","",""
"4804.39.60.20","4","Base stock for trays, dishes, plates, cups and the like","[""kg""]","","","","",""
"4804.39.60.40","4","Other","[""kg""]","","","","",""
"","1","Other kraft paper and paperboard weighing more than <il>150 g/m²</il> but less than <il>225 g/m²:</il>","","","","","",""
"4804.41","2","Unbleached:","","","","","",""
"4804.41.20.00","3","Wrapping paper","[""kg""]","Free","","30%","",""
"4804.41.40.00","3","Other","[""kg""]","Free","","30%","",""
"4804.42.00","2","Bleached uniformly throughout the mass and of which more than 95 percent by weight of the total fiber content consists of wood fibers obtained by a chemical process","","Free","","30%","",""
"4804.42.00.10","3","Base stock for milk cartons and other beverage containers","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"4804.42.00.20","4","Folding carton stock","[""kg""]","","","","",""
"4804.42.00.30","4","Base stock for trays, dishes, plates, cups and the like","[""kg""]","","","","",""
"","4","Other:","","","","","",""
"4804.42.00.40","5","Base stock for packaging","[""kg""]","","","","",""
"4804.42.00.50","5","Other","[""kg""]","","","","",""
"4804.49.00.00","2","Other","[""kg""]","Free","","30%","",""
"","1","Other kraft paper and paperboard weighing <il>225 g/m²</il> or more:","","","","","",""
"4804.51.00.00","2","Unbleached","[""kg""]","Free","","30%","",""
"4804.52.00","2","Bleached uniformly throughout the mass and of which more than 95 percent by weight of the total fiber content consists of wood fibers obtained by a chemical process","","Free","","30%","",""
"4804.52.00.10","3","Base stock for milk cartons and other beverage containers","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"4804.52.00.20","4","Folding carton stock","[""kg""]","","","","",""
"4804.52.00.30","4","Base stock for trays, dishes, plates, cups and the like","[""kg""]","","","","",""
"","4","Other:","","","","","",""
"4804.52.00.40","5","Base stock for packaging","[""kg""]","","","","",""
"4804.52.00.50","5","Other","[""kg""]","","","","",""
"4804.59.00.00","2","Other","[""kg""]","Free","","30%","",""
"4805","0","Other uncoated paper and paperboard, in rolls or sheets, not further worked or processed than as specified in note 3 to this chapter:","","","","","",""
"","1","Fluting paper:","","","","","",""
"4805.11.00.00","2","Semichemical fluting paper","[""kg""]","Free","","30%","",""
"4805.12","2","Straw fluting paper:","","","","","",""
"4805.12.10.00","3","Weighing <il>150 g/m²</il> or less","[""kg""]","Free","","30%","",""
"4805.12.20.00","3","Weighing over <il>150 g/m²</il>","[""kg""]","Free","","30%","",""
"4805.19","2","Other:","","","","","",""
"4805.19.10.00","3","Weighing <il>150 g/m²</il> or less","[""kg""]","Free","","30%","",""
"4805.19.20.00","3","Weighing over <il>150 g/m²</il>","[""kg""]","Free","","30%","",""
"","1","Testliner (recycled liner board):","","","","","",""
"4805.24","2","Weighing <il>150 g/m²</il> or less:","","","","","",""
"4805.24.50.00","3","Weighing not over <il>15 g/m²</il>","[""kg""]","Free","","30%","",""
"4805.24.70.00","3","Weighing over <il>15 g/m²</il> but not over <il>30 g/m²</il>","[""kg""]","Free","","11¢/kg + 15%","",""
"4805.24.90.00","3","Weighing over <il>30 g/m²</il>","[""kg""]","Free","","30%","",""
"4805.25.00.00","2","Weighing more than <il>150 g/m²</il>","[""kg""]","Free","","30%","",""
"4805.30.00.00","1","Sulfite wrapping paper","[""kg""]","Free","","30%","",""
"4805.40.00.00","1","Filter paper and paperboard","[""kg""]","Free","","11¢/kg + 15%","",""
"4805.50.00.00","1","Felt paper and paperboard","[""kg""]","Free","","10%","",""
"","1","Other:","","","","","",""
"4805.91","2","Weighing <il>150 g/m²</il> or less:","","","","","",""
"4805.91.10","3","Multi-ply paper and paperboard; bibulous and wrapping paper","","Free","","30%","",""
"4805.91.10.10","4","Folding carton board","[""kg""]","","","","",""
"4805.91.10.90","4","Other","[""kg""]","","","","",""
"4805.91.20.00","3","Condenser paper","[""kg""]","Free","","25%","",""
"","3","Other:","","","","","",""
"4805.91.50.00","4","Weighing not over <il>15 g/m²</il>","[""kg""]","Free","","30%","",""
"4805.91.70.00","4","Weighing over <il>15 g/m²</il> but not over <il>30 g/m²</il>","[""kg""]","Free","","11¢/kg + 15%","",""
"4805.91.90.00","4","Weighing over <il>30 g/m²</il>","[""kg""]","Free","","30%","",""
"4805.92","2","Weighing more than <il>150 g/m²</il> but less than <il>225 g/m²:</il>","","","","","",""
"4805.92.20.00","3","Pressboard","[""kg""]","Free","","30%","",""
"4805.92.40","3","Other","","Free","","30%","",""
"4805.92.40.10","4","Folding carton board","[""kg""]","","","","",""
"4805.92.40.20","4","Construction paper","[""kg""]","","","","",""
"4805.92.40.30","4","Linerboard containing by weight less than 80 percent chemical sulfate wood pulp","[""kg""]","","","","",""
"4805.92.40.40","4","Other","[""kg""]","","","","",""
"4805.93","2","Weighing <il>225 g/m²</il> or more:","","","","","",""
"4805.93.20.00","3","Pressboard","[""kg""]","Free","","30%","",""
"4805.93.40","3","Other","","Free","","30%","",""
"4805.93.40.10","4","Folding carton board","[""kg""]","","","","",""
"4805.93.40.15","4","Wet machine board","[""kg""]","","","","",""
"4805.93.40.20","4","Construction paper","[""kg""]","","","","",""
"4805.93.40.30","4","Linerboard containing by weight less than 80 percent chemical sulfate wood pulp","[""kg""]","","","","",""
"4805.93.40.50","4","Tube and core board","[""kg""]","","","","",""
"4805.93.40.60","4","Other","[""kg""]","","","","",""
"4806","0","Vegetable parchment, greaseproof papers, tracing papers and glassine and other glazed transparent or translucent papers, in rolls or sheets:","","","","","",""
"4806.10.00.00","1","Vegetable parchment","[""kg""]","Free","","19%","",""
"4806.20.00.00","1","Greaseproof papers","[""kg""]","Free","","7¢/kg + 15%","",""
"4806.30.00.00","1","Tracing papers","[""kg""]","Free","","7¢/kg + 15%","",""
"4806.40.00.00","1","Glassine and other glazed transparent or translucent papers","[""kg""]","Free","","7¢/kg + 15%","",""
"4807.00","0","Composite paper and paperboard (made by sticking flat layers of paper or paperboard together with an adhesive), not surface-coated or impregnated, whether or not internally reinforced, in rolls or sheets:","","","","","",""
"4807.00.10.00","1","Paper and paperboard, laminated internally with bitumen, tar or asphalt","[""kg""]","Free","","30%","",""
"","1","Other:","","","","","",""
"4807.00.91.00","2","Straw paper and paperboard, whether or not covered with paper other than straw paper","[""kg""]","Free","","30%","",""
"","2","Other:","","","","","",""
"4807.00.92.00","3","Cloth-lined or reinforced paper","[""kg""]","Free","","22.5%","",""
